sample_id,label,param_1,param_2,param_3,param_4,noise_sigma
0,linear,1.0958241942238534,-0.6112156024794766,0.0,0.0,0.1240650306973649
1,linear,1.29104645308332,-0.5658580117266885,0.0,0.0,0.062923371695018
2,linear,-0.1331159850918633,-4.561962342127712,0.0,0.0,0.0054961314008866
3,linear,0.6792559787300414,-0.6284808112766926,0.0,0.0,0.0751047324815237
4,linear,1.1476975100085536,1.6485085659203218,0.0,0.0,0.1119542165173876
5,linear,0.2143176026319833,0.5920716074541357,0.0,0.0,0.0121244746361035
6,linear,0.2281286093651133,2.8389820910641355,0.0,0.0,0.0213014588571296
7,linear,0.7852815003109441,-0.5384372442596934,0.0,0.0,0.0506062058528849
8,linear,1.1150036158631784,2.168901891589956,0.0,0.0,0.0796365506498657
9,linear,0.8778518238037472,-0.6790696022489628,0.0,0.0,0.0786517091782726
10,linear,-1.3176281258524556,4.251201183767972,0.0,0.0,0.1118305021550885
11,linear,0.2869122095043015,-0.2651059894304621,0.0,0.0,0.0151479398540916
12,linear,-0.8750648646439667,1.594226346919018,0.0,0.0,0.0873105772085394
13,linear,1.81159758027898,-2.090821618598814,0.0,0.0,0.1415435362499323
14,linear,0.0754334415457962,-1.8407094816920695,0.0,0.0,0.0078732591059594
15,linear,-1.2829267673690437,0.9938279152084348,0.0,0.0,0.1473396824818064
16,linear,-1.5126699814858755,0.0632993162063302,0.0,0.0,0.1458718009193419
17,linear,1.82249302818788,-2.1355377311794497,0.0,0.0,0.2186590076197483
18,linear,-0.1304735937788339,2.847634492521874,0.0,0.0,0.0035688417394117
19,linear,-0.184412471694801,-2.521604370486419,0.0,0.0,0.0091654225617873
20,linear,-1.3378731090588871,-2.152799176620644,0.0,0.0,0.0551461171401533
21,linear,1.5000197689384345,3.5113162682220604,0.0,0.0,0.0449575492723168
22,linear,1.374299806391011,4.026531439276171,0.0,0.0,0.1725716403467162
23,linear,0.5582530849484404,-2.33536682499154,0.0,0.0,0.0222214407457961
24,linear,1.6653920781527116,-0.190895716999214,0.0,0.0,0.0983671506412998
25,linear,1.4428762733035765,-3.678971626984561,0.0,0.0,0.1273702831741708
26,linear,1.7841082512693212,-2.466166461608128,0.0,0.0,0.1530643911889947
27,linear,1.724944942760407,-3.802664114988772,0.0,0.0,0.0646693184517464
28,linear,-0.7422400791829484,-3.4238835137500034,0.0,0.0,0.0301526488598109
29,linear,0.8710409440145739,4.511946600038412,0.0,0.0,0.0327782117685032
30,linear,-0.2307434917284272,-1.980726085575084,0.0,0.0,0.0275341087922692
31,linear,-1.8840019871821223,-2.5917194195885296,0.0,0.0,0.0756192774111676
32,linear,1.3976353716922918,-4.427680598467396,0.0,0.0,0.1500085820286978
33,linear,-1.2278340365243836,-2.292412486821997,0.0,0.0,0.1203655565400531
34,linear,1.92010871821677,-0.4143935754151018,0.0,0.0,0.2027751818489833
35,linear,0.0334109537877682,-0.95965609259234,0.0,0.0,0.0024709450322253
36,linear,0.353224993636033,-1.8295908868276207,0.0,0.0,0.0103191221143905
37,linear,0.1965775343987177,-0.6858180482010994,0.0,0.0,0.0175864677722117
38,linear,-0.0234334139303062,-3.841432756647316,0.0,0.0,0.001
39,linear,-0.5109537072338073,-3.463871009393652,0.0,0.0,0.0443980713541883
40,linear,-1.957089420097295,-2.9094234139775854,0.0,0.0,0.1549160072957522
41,linear,-1.67980286541526,2.553301727947445,0.0,0.0,0.1173028427368754
42,linear,-1.663538661772472,-2.5633254594428645,0.0,0.0,0.1857895276685056
43,linear,1.0745103578375166,3.5201551688116908,0.0,0.0,0.0828270207655678
44,linear,-1.233587961349201,-4.751768682014275,0.0,0.0,0.1483374801104663
45,linear,1.0457302527360306,4.033278719640531,0.0,0.0,0.1036662363504106
46,linear,-0.8470870180483789,2.337534974379162,0.0,0.0,0.0865078104082347
47,linear,-1.6607229107526718,0.5546171013776391,0.0,0.0,0.1784317114373541
48,linear,0.9577258739060396,3.008715921066321,0.0,0.0,0.0292411290617266
49,linear,-1.0493665465576107,3.5278112963191277,0.0,0.0,0.0640893198378988
50,linear,1.2297264239051269,4.987433700667648,0.0,0.0,0.0686156970666296
51,linear,-1.1920838492448738,-4.823312190000878,0.0,0.0,0.0856188642788751
52,linear,1.636259257691794,0.2954205528507234,0.0,0.0,0.1658201894520122
53,linear,-0.2464549656632284,-0.2374269141327438,0.0,0.0,0.0313283351219156
54,linear,1.8390980893168811,-3.969973158698412,0.0,0.0,0.0546701606141696
55,linear,-1.171917833900752,-1.9792843121636148,0.0,0.0,0.0770907526713688
56,linear,1.3648148248598255,-2.3965145658475,0.0,0.0,0.0797951350194748
57,linear,-1.8105039199780728,-3.617946283614693,0.0,0.0,0.2161139163405857
58,linear,1.413477837369467,1.19119086426974,0.0,0.0,0.0595804356573617
59,linear,1.196854088965964,1.007339188626425,0.0,0.0,0.0570023730236948
60,linear,-0.731387315480085,3.900194571176955,0.0,0.0,0.0630285201909792
61,linear,-1.4923600979259477,3.973021997540936,0.0,0.0,0.1722791228373968
62,linear,-1.074877841252591,3.738884979038014,0.0,0.0,0.0552885117909301
63,linear,-1.950120488235147,2.960285563103784,0.0,0.0,0.1533968198686772
64,linear,-0.1207964473006883,2.3349490456282984,0.0,0.0,0.0139199762340414
65,linear,-1.600550091357082,-2.956026329185708,0.0,0.0,0.1624110058661492
66,linear,0.4070990234708338,4.353813695664947,0.0,0.0,0.0298360479609192
67,linear,1.0140182520010317,3.810360519178701,0.0,0.0,0.0546899299424809
68,linear,-1.5572317038815355,-2.475637094504127,0.0,0.0,0.0866371210219102
69,linear,-1.6120884451780828,3.457969578021425,0.0,0.0,0.1426987782135158
70,linear,1.0400598869761395,2.7235298767456806,0.0,0.0,0.0485212237989877
71,linear,0.8409808053439463,3.513346494022038,0.0,0.0,0.0965848490337575
72,linear,0.1189826647299918,0.3656801357708925,0.0,0.0,0.0083182431346201
73,linear,-1.5241867570391547,4.168484076291957,0.0,0.0,0.0889639243202064
74,linear,1.6826634330942714,-1.5861293261827236,0.0,0.0,0.0515712165618278
75,linear,1.973473993644712,-2.191036140358449,0.0,0.0,0.0628938641590784
76,linear,0.3987814268639615,-0.2721602724100176,0.0,0.0,0.048873419089089
77,linear,1.7901423986639693,-1.3366451144346367,0.0,0.0,0.1807188282824479
78,linear,-1.496771926750859,-4.082763209409933,0.0,0.0,0.1402462879764535
79,linear,-0.8993898975931467,-3.613455037665805,0.0,0.0,0.0490042533668732
80,linear,1.904513562766831,-1.0032386483636313,0.0,0.0,0.1819402339104014
81,linear,0.5288100004594494,-1.658887330412444,0.0,0.0,0.0266895491999227
82,linear,0.5792767774371619,-2.106798638976654,0.0,0.0,0.0300414195428819
83,linear,-1.446683719535803,2.743359011830512,0.0,0.0,0.0540303706139662
84,linear,1.1629518955839755,-2.293678477291396,0.0,0.0,0.1347827447299208
85,linear,1.9976876368967516,0.1645940263564096,0.0,0.0,0.0704257796266655
86,linear,1.2849231463913815,-0.8333400196011986,0.0,0.0,0.0750002211292322
87,linear,-1.7887715943995586,-4.994812558342945,0.0,0.0,0.1253758452555064
88,linear,-1.628975690302021,-1.055184820612456,0.0,0.0,0.1643300524064489
89,linear,-1.6560705995562195,-3.237086349778698,0.0,0.0,0.0719376365808102
90,linear,-1.2307972838594678,-2.7920207879106598,0.0,0.0,0.1138897350910539
91,linear,-0.9592613786280344,-0.8134391268519838,0.0,0.0,0.0987400389094459
92,linear,-1.1508914446370282,3.94511497718781,0.0,0.0,0.1053459213060852
93,linear,-1.1436308426531192,-4.008430294011856,0.0,0.0,0.0533730964640316
94,linear,-1.1784388093103733,3.883654530628405,0.0,0.0,0.141971369221656
95,linear,-1.823299588223355,-0.9873503581388664,0.0,0.0,0.1068701576018051
96,linear,-0.7156574943525804,-3.067916775548695,0.0,0.0,0.0258204017502275
97,linear,-0.1958139992589798,0.6793423042849254,0.0,0.0,0.0142346598101019
98,linear,0.2506896422994291,2.5553954247342725,0.0,0.0,0.0129909358045702
99,linear,-1.8458320027062567,1.8041880566992197,0.0,0.0,0.1531933033522791
100,linear,0.2603116425228222,-2.2965821180067247,0.0,0.0,0.0109152734125464
101,linear,1.2438516089596874,-0.1823644863782831,0.0,0.0,0.1034515202339154
102,linear,1.4973370253392528,-4.760296444720446,0.0,0.0,0.1178155628346059
103,linear,-1.4415053832835172,-3.1152569698769863,0.0,0.0,0.0874662066069746
104,linear,-0.2756945694482469,-4.641011139926411,0.0,0.0,0.0220907964707958
105,linear,1.3388306573077435,-3.4424232902542062,0.0,0.0,0.107318204681479
106,linear,-1.622855786047972,3.673030405011813,0.0,0.0,0.1587483085702816
107,linear,0.8193532921727238,-0.1706161052821606,0.0,0.0,0.0591096936617443
