label,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,slope,amplitude,first_diff_mean,first_diff_std,second_diff_mean,second_diff_std
cubic,-10.74233982023501,-6.076467174088458,-3.2680353728529865,-2.028866657421605,-1.610657843310306,-1.3182964919048012,-1.473916332182149,-1.4115423882298814,-0.8018930143370244,0.9971062127007256,2.0975005999761964,11.739446032935735,1.304382892548415,1.4823785563049594,-0.3583591773886,0.9706561811195061
cosine,-0.3872686027245132,0.2408059867784033,-2.080836951332484,-2.209387253718885,-0.0602609050731995,-0.2184195572255743,-2.304801648525155,-1.731849236571093,0.2623502609758703,-0.9022405914321884,-0.04341001693296866,2.567151909501025,-0.05721910985640832,1.5066404485915998,-0.22408318023887197,2.4085307506487497
exponential,-0.3580793005372242,0.1100564893546529,0.6487174866719272,0.576548161248538,1.170497934213914,1.7468816267874014,2.8852727964792937,4.42848069964916,6.886549138039786,11.41886279918179,2.4522177422920772,11.776942099719014,1.3085491221910015,1.3354231582766514,0.5080222339062659,0.7396460320980951
quadratic,5.04910674032831,4.671958264375147,4.493415619901747,3.8619291995389418,3.198533891222807,2.404261200716462,1.3752550422006935,0.2957033728278156,-1.1186522355802369,-2.4630439102806463,-1.873452078450805,7.512150650608956,-0.8346834056232173,0.3952024438233179,-0.12090539984340579,0.20013987618307244
quadratic,9.69269557226899,7.019876761178348,4.122496687546322,2.040922642593366,1.308334323488853,-0.0095662759630413,0.3170947512261651,1.144308980768257,1.9893883571962456,3.682548039949094,-1.5093418558117853,9.702261848232032,-0.6677941702577663,1.581267705758695,0.5457473117304363,0.722001989843093
cosine,-2.7652422873054645,-2.391020100845014,-1.7076519150572742,-0.9137714357000484,-0.1050452415883189,-0.0795303060316344,-0.2125413743678116,-0.6172697889404872,-1.3961207875005246,-2.2765515305349684,0.2583221966520439,2.68571198127383,0.054298972974499544,0.6172248289791666,-0.15683161618686178,0.3110269687886108
quadratic,-2.2531211289942683,-2.2456188365641787,-2.4699971324189,-2.021209798572536,-1.3108604785242404,-0.4244885353554595,0.561701517249531,1.940214995054578,3.48087711763339,5.255974981476312,1.8866386800220993,7.725972113895212,0.8343440122745088,0.6389554328349949,0.22094944642660402,0.2400269699472976
quadratic,2.056674523537959,0.9016167238794246,-0.0382107640662775,-0.6023805481197294,-0.7405279639424582,-0.6944422604869209,-0.2237266731786734,0.4580615391352256,1.62358057894395,2.9837540636636994,0.23264825033003966,3.724282027606158,0.103008837791749,0.8403932848347676,0.3144039105472855,0.11663468822894228
cosine,0.7274356568090425,0.4611582253666413,0.2232030713445358,-0.0132655611700735,-0.1121605608903208,-0.0144376190521286,0.0713360885615852,0.2624933646480872,0.5847325144360049,0.8161077799119982,0.03015066121313284,0.928268340802319,0.009852458122550638,0.21165246991366277,0.062206587114799324,0.08952610546060459
exponential,12.25256235772336,6.16636174508644,2.67389236453258,0.8671209605735966,-0.1219796112393011,-0.7668347857501884,-0.9995630181442324,-0.8967763664433644,-0.8094153619946233,-0.5658828938776956,-2.5676549697207416,13.252125375867593,-1.4242716946223393,1.9936699857273628,0.7912166350942308,0.8407560642965781
reciprocal,0.6943255470862543,0.3424741688948435,0.1554482884705802,0.0143283367660907,-0.0593120629053771,-0.1161438134587857,-0.1650142740470904,-0.2164072025471274,-0.2746488299234737,-0.2936455761087634,-0.21362370188952096,0.9879711231950177,-0.10977456924389084,0.09869936589706373,0.041606829000765136,0.05234334274270896
cubic,12.992505746716612,8.080879267611712,4.399608491822421,3.1125002508674737,2.3597308459081527,2.8840236106742863,2.854809604863368,0.2070398492757916,-2.656651523472399,-5.861191176876602,-3.628058321398733,18.853696923593212,-2.094855213732579,1.7048817816916473,0.21338585321258713,1.4196800102936509
quadratic,3.204378072002167,1.3964231448924953,-0.1246757350384711,-1.2413161392186909,-2.338846793195367,-2.939968644765685,-3.426933792889689,-3.4970333179241817,-3.282336617335523,-2.845286066989794,-1.516609886093668,6.701411389926349,-0.6721849043324402,0.7308985014864233,0.2806256846819251,0.15000523246285857
cosine,2.307226075312818,1.7239006937506034,1.3884423463626565,1.6919238936299053,2.293827691998989,2.503172015307339,2.059201909146235,1.5003922903590516,1.468517069842352,1.9305225327945896,-0.04509667036612501,1.1147296689446826,-0.041855949168692064,0.42935229250302276,0.13066635556430656,0.4384400346984378
sine,-1.0179415762265684,-1.4701245663043825,-1.7677068567030794,-1.7297050674846386,-1.3306645682139693,-0.8907582014179571,-0.7694019988194827,-1.0125276796791394,-1.462288866372643,-1.776718452024836,0.004398674662485652,1.0073164532053533,-0.08430854175536306,0.32629858271562195,0.017219175553202626,0.2649290341430496
logarithmic,-0.488694231890838,-0.4588868548432849,-0.3744688311096361,-0.3223313641279826,-0.2695086270487112,-0.2469214068604455,-0.1804946313321784,-0.1376684030179795,-0.0810940479038397,-0.049795923721346,0.11218273610639327,0.438898308169492,0.048766478685499104,0.018429835627677946,0.00018634339186757512,0.03210437400771402
exponential,1.5120787646957552,1.3600493376803793,0.350269575789877,0.173203051077158,0.1827496026489898,0.5002841897662993,1.527355110844958,2.877557961731596,6.726992560999905,15.06098388971593,2.4071615643347397,14.887780838638772,1.5054339027800194,2.747312616497743,1.060752594466425,1.5621509191783238
exponential,-15.611355403050538,-10.620290071529976,-7.102810561657908,-4.539629093446276,-4.568764764314849,-2.2735072439968027,-1.803278361652946,-0.9041866514438806,-0.1012141331079763,-0.4977773888504548,3.424815858593496,15.510141269942562,1.6792864460222314,1.6856858852233925,-0.6734535734078801,1.437859167542496
