id,label,param_1,param_2,param_3,param_4,noise_sigma
1,linear,1.0958241942238534,-0.6112156024794766,0.0,0.0,0.2833723016906961
2,linear,0.8675607566359824,-0.5063849785621137,0.0,0.0,0.1056851051840511
3,linear,0.7770497425715459,0.8111660922090236,0.0,0.0,0.081524325802391
4,linear,-0.0763582867996857,-1.7163879499531118,0.0,0.0,0.013989711656532
5,linear,-1.7710722393869585,3.0096385364167624,0.0,0.0,0.48657365884871
6,linear,0.1003532118690446,-3.3624869574170413,0.0,0.0,0.0097357591710985
7,linear,-1.0618593982348057,1.2189777337524577,0.0,0.0,0.2744721859410935
8,linear,-0.7100382361290807,-2.5751714697166728,0.0,0.0,0.1208831521789088
9,linear,0.9339796182513194,3.783657338108016,0.0,0.0,0.1370461627208218
10,linear,0.1462720543083571,-0.6543691530230964,0.0,0.0,0.013025318697123
11,linear,1.904513562766831,-1.0032386483636313,0.0,0.0,0.4155628911993581
12,linear,-1.628975690302021,-1.055184820612456,0.0,0.0,0.3753401335220657
13,linear,-1.4877895578088522,-1.789143735881451,0.0,0.0,0.1538125834488918
14,linear,0.5369377358669132,-0.7097387864258735,0.0,0.0,0.0853025836876308
15,linear,0.3718265245984642,-2.720322277768176,0.0,0.0,0.0769847153637663
16,linear,1.7552214168281537,-1.5535911348838227,0.0,0.0,0.3304067085731715
17,linear,-0.4195926498084366,2.868913814500277,0.0,0.0,0.1138432933129465
18,linear,1.6391864909329352,-2.0498079128760462,0.0,0.0,0.31308811648302
19,linear,-1.780260043209323,0.8172729795871492,0.0,0.0,0.112837388739317
20,linear,1.8119006462404137,1.5079458971773674,0.0,0.0,0.1546457168869621
21,linear,1.97123182908178,-1.5846173779837711,0.0,0.0,0.1898363333473485
22,linear,-0.0704959814835421,4.223576385460033,0.0,0.0,0.0055541069372993
23,linear,-1.3018514734928468,2.640760534212905,0.0,0.0,0.2266265477949564
24,linear,1.725847717235557,-3.761563180566292,0.0,0.0,0.1803450701264665
25,linear,1.6537346392522556,4.024899674229186,0.0,0.0,0.4162602800966348
26,linear,0.083902531023094,-0.7140708174908355,0.0,0.0,0.0139816990584659
