id,label,y_00,y_01,y_02,y_03,y_04,y_05,y_06,y_07,y_08,y_09,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,y_68,y_69,y_70,y_71,y_72,y_73,y_74,y_75,y_76,y_77,y_78,y_79,y_80,y_81,y_82,y_83,y_84,y_85,y_86,y_87,y_88,y_89,y_90,y_91,y_92,y_93,y_94,y_95,y_96,y_97,y_98,y_99,noise
1,linear,-5.823806585025908,-6.532516593139259,-6.2379595525770455,-5.722042206660571,-5.737193714692322,-5.541650993532482,-5.667929719511356,-5.0663143575246785,-4.984417382236869,-5.075421489917804,-4.664014512740973,-4.740274937196373,-5.005564506057066,-4.546881752040805,-4.812406967576721,-4.1810684015784565,-4.3334551931431,-4.261003133738858,-4.290885520024133,-3.640805282137243,-3.9203396976543714,-3.8872372509381226,-3.7549565922501027,-3.39364070587652,-3.3302363467919562,-3.206146769771377,-3.090331708115242,-2.4948415247373963,-3.1062025808931226,-3.0255019108720136,-3.000257848219543,-2.484416377845636,-2.228359094933755,-2.469878812866697,-2.564977021628586,-2.449845774214674,-1.9211613461263881,-1.784214364092646,-1.7302278215971434,-1.962040401783947,-1.5969759832032104,-1.5190092328254714,-1.379415155579848,-1.0837573554739033,-1.1566460361886521,-0.9169322099281505,-0.979478159929818,-0.8060104543789258,-0.5983599737151691,-1.0794778573479018,-0.646456914568978,-0.5784722153569923,-0.5155326074657317,-0.30177070158441754,0.310511264242909,-0.24777693959564276,0.3826481950995072,-0.2579244389989633,0.23474641242853986,0.48645257739125203,0.7171413506128598,0.8632534047604621,0.9972134364473753,0.7842710905363927,0.8627617377863731,1.3475953422793583,1.1609477076951915,0.964353197428534,1.1153944733472039,1.2866786816248224,1.7987968891045092,1.808964125949906,2.0749583539133614,1.8689116765995022,2.145598312112931,2.3886368573451677,2.234390939058342,2.562177943008741,2.3558583276658096,2.551239713543705,2.65663448456551,2.5366299099546863,3.1241815680663403,2.9638607463117217,3.2111061676032917,3.4544852802339747,3.555478872645817,3.7281853279057544,3.622414872184728,3.6410612261754114,3.8491116227978033,3.5042470259842236,3.6830085886888972,3.8289530597543484,4.031866677009293,4.538433061231571,4.279249746946101,4.539365950192687,5.12538136925725,4.766950027150647,0.28337230169069616
2,linear,-4.944591942542419,-4.792387108369249,-4.580115908527426,-4.7638436033730684,-4.447747054638643,-4.380901651302544,-4.381187164343738,-4.383588740563892,-4.135506549850809,-4.1114566574518205,-3.9432743552691747,-3.877922919181681,-3.623315795208779,-3.730263890825304,-3.7255036066625764,-3.5107560025017266,-3.418819994493124,-3.2107920856644805,-3.178546747993555,-3.1414572127748617,-2.9368914485633555,-3.129542917312845,-2.9838881772479358,-2.9265688453858743,-2.782208259945511,-2.7988739905469346,-2.498620375954989,-2.501599600033787,-2.5459238891962968,-2.41018075361636,-2.182083027991588,-2.0390068777903534,-1.8289272583029275,-1.6443677117435747,-1.820890268750181,-1.8816342139342128,-1.9147479094111703,-1.5734968602578323,-1.6000733398207263,-1.4704222507252656,-1.4035822899254726,-1.2661398753136879,-1.0509697431987044,-1.0593978819839496,-1.0051285161315033,-1.0101839528346686,-0.9900874205338313,-0.7768614802348653,-0.6435175925927148,-0.3633573195174933,-0.44880070222735,-0.2710754504808187,-0.3400720872611571,-0.32490248634238156,-0.21403764662263206,-0.10105237334368908,0.28817316678266736,0.06404968129878064,0.32710623824215485,0.23069686442012258,0.5122086097222267,0.5420712008737895,0.5724657245005849,0.6723444249883982,0.6950835100461121,0.899060403704305,0.8914646388543694,0.8976537414334693,0.9797554481909705,1.2206867870497495,1.4569656400009436,1.3946203446412662,1.452805709818609,1.583183979080838,1.7786337445556322,1.7514266755051717,1.772444724819538,2.0204242507800005,2.036451581050748,2.241077344964926,2.1857683618451316,2.1246274723221994,2.1970739615135884,2.6037789022237425,2.6990986027179207,2.585592702436666,2.6517004166957436,2.934282902441643,2.7504641690052805,2.8605354889064367,3.1107172676404256,3.088655723420615,3.2174507019733465,3.2883509267344477,3.4289334080140708,3.629639074534581,3.5780950810511962,3.724208744396953,3.5271137508147286,3.826269995185415,0.1056851051840511
3,linear,-3.101321808886615,-2.920924410395411,-3.0252361467375755,-2.836115789905551,-2.7995947153272525,-2.7083465838150236,-2.521394227075527,-2.480784011533928,-2.337133157713844,-2.3802697350989708,-2.3459201429920666,-2.228943956912536,-2.1124347573867785,-2.0393192478147806,-2.063628405327338,-1.8893574074041153,-1.7996384921127289,-1.5345194062343075,-1.5082564153116698,-1.652335122794915,-1.5277138957053307,-1.545101410471848,-1.3954624059942764,-1.243086056809571,-1.0920192655008243,-1.1712738642985527,-1.0866747704886215,-1.1299123404513498,-0.8896274065154592,-0.8844889226745807,-0.7625486234071839,-0.7123820418136089,-0.5700913762477622,-0.627214434125957,-0.5250268136419654,-0.15335163082804126,-0.3534034510769513,-0.2593720249620869,0.05828568981192442,0.22385606822824775,-0.029998880715278328,0.11398092388973403,0.25033713082082637,0.44191282776970964,0.2990189327982077,0.4379655527427182,0.5998234585637351,0.6503854208441047,0.6627654126249763,0.7610113287564639,0.7383235748766395,0.9094839477881949,0.9856737141514145,1.1048081413870068,1.1190978435366978,1.281302253778008,1.4039112409018637,1.4125114107598005,1.5070067166401497,1.5611533394598367,1.6353166386626643,1.6549750993479295,1.8180914858500756,1.862848153188591,2.1199133856973815,2.1560258211800893,2.1377048765552793,2.122531144912938,2.1725401472006896,2.438825741640847,2.441628941878254,2.537841728680024,2.434962038024712,2.7312869043363315,2.7712142920949527,2.7221307404809787,2.852706984338722,2.9911369666398633,3.0524047927022346,3.102798286384736,3.196670407030747,3.2630548054245354,3.374524520229203,3.560539228296253,3.3098216112994403,3.578247525118136,3.6904365123835667,3.7786670396732553,3.8027061167111835,3.7683005162575633,4.016745558859551,4.209316882804905,4.021938677247482,4.295898563570568,4.277182642807455,4.377455887169684,4.375108344882198,4.512168745130942,4.723910191175604,4.7439153808450305,0.08152432580239109
4,linear,-1.3101993747857252,-1.3361680865073389,-1.338439116631464,-1.36188433286812,-1.3645173922292424,-1.3829180654580229,-1.367030271625332,-1.405071351724069,-1.3853553263506273,-1.4066802936395442,-1.3953406894644693,-1.4089346161990408,-1.4016817003317659,-1.4246416461534912,-1.4645703215200563,-1.4512275454769368,-1.4743998908399787,-1.472967391970887,-1.4522881146526905,-1.4722238087582302,-1.4986335163703666,-1.5107502531268884,-1.5038229857049261,-1.5290138816970267,-1.5290965732188146,-1.5230555499784373,-1.518970948523687,-1.5343299915807094,-1.5826138268542542,-1.554014302792949,-1.5649775349134054,-1.5679080163453094,-1.558800872934912,-1.6179882471915206,-1.6051064633605088,-1.5962834460735909,-1.6343890630140323,-1.5993278700686788,-1.6225357271348158,-1.6235584223408825,-1.6511021836552784,-1.6394434853418758,-1.6435931540021602,-1.6629958248933843,-1.6706874786079535,-1.6778976138055923,-1.7014705473477674,-1.6991694379942568,-1.7069522588093526,-1.7071679012086258,-1.7062571761629246,-1.7427660019119167,-1.7374191858982317,-1.7226581679284738,-1.7614988470470663,-1.7703122610488518,-1.7636919733699268,-1.7624224315806352,-1.7817882479625,-1.7710692779846517,-1.7853877109451968,-1.7933101499704744,-1.8050479981578929,-1.7879496907878631,-1.8310959976309353,-1.8639675021867714,-1.8212087053445627,-1.8577678026129607,-1.8575684615013728,-1.848470399592892,-1.8969187433146413,-1.8997267362199404,-1.9123309274837477,-1.9087522068375267,-1.8992050380348433,-1.9057351488744618,-1.916916347804915,-1.9482584895283008,-1.9685249414123098,-1.94315982771254,-1.9582331876393073,-1.9529194607394103,-1.9572389646603408,-1.972838093976541,-1.9718509673276243,-1.9869913672429498,-1.9904954741471426,-2.0154820605600237,-2.015849554952725,-2.0182969604724668,-2.017283802811126,-2.041984043317511,-2.0368976964808603,-2.05562064242199,-2.0612589736669724,-2.0557228186896426,-2.1029228490688654,-2.10089074146679,-2.1112017720206935,-2.130826000585253,0.01398971165653201
5,linear,11.961239177205988,12.216088090211494,12.153224460938413,11.294670478096627,11.808034229018672,11.015345209640033,10.384166700890441,10.323506878584617,9.713440179000386,9.822791522423005,9.901836385539658,10.288144992663325,10.555526776578516,8.866816200864882,9.551592630725784,8.675255674732886,9.233635859783325,8.759981263556945,7.753997842321579,8.917657066900695,7.992698606980882,7.8483980391760255,7.408770301001526,7.432030452166932,7.779691491546968,7.300513777049154,7.37361717561346,7.210904357525134,7.49850570487654,6.510219633619596,5.779514047909735,6.83850028969181,5.979028375095924,6.503756925944836,5.9690706209450815,5.539825162584943,5.594442207556042,6.195152178715485,6.077548688457595,4.921807520058351,4.78709682458849,5.053926226906725,3.9398835470323443,4.334527013954037,3.9809833777412496,3.9674108394933008,3.2302798776238983,2.6834373297021017,2.269323679928702,2.5553969531183194,2.6970111319020256,2.5986349546624226,3.5050037266641754,2.9216491267866522,1.7364775057075963,2.194895288456804,1.6487397818397986,1.5295531898223622,1.579195536459688,1.6113971271886292,0.966154343752895,1.4699745325095088,0.21779915308516706,0.5976244489290985,1.6796034520100547,0.3452923831527027,0.7552158971662454,-0.07651340707260663,-0.01735006457134758,-0.5064662932749252,-0.740649112677444,-1.2159050599943293,-0.8061523373725943,-1.6087573955926708,-1.0494617718927604,-1.0241421327439268,-1.5527658592924074,-2.049287666618458,-1.868015065872512,-2.417991122610008,-1.9914825425184726,-3.5167052754124466,-2.967785207016842,-3.9520603643188146,-3.8897370919331333,-2.6775566240386426,-3.0844988131370386,-4.049048560536782,-4.608943220793394,-5.4992224459425305,-4.500107586210686,-3.2368429857031664,-4.38184612879957,-5.044618680351493,-4.724945952340029,-5.88965913445834,-5.453703819577034,-5.4395271709064135,-5.708720783907195,-5.460937232447329,0.48657365884871
6,linear,-3.855512102165878,-3.838257390867713,-3.8534247827103876,-3.8424853436807913,-3.810701389889004,-3.815432455397664,-3.789765621364386,-3.797604621404796,-3.7689935389080786,-3.7717427099072087,-3.760372082451556,-3.7375157301892257,-3.746134870194911,-3.7416386099602463,-3.7267064969182795,-3.7077988813401874,-3.7173098609276924,-3.685723056426606,-3.6870379793424415,-3.6604811158397994,-3.6848291971320912,-3.659040382301722,-3.6576649270456416,-3.639153162312503,-3.6185612875722484,-3.6125807223351853,-3.6031659499958137,-3.5921122245090356,-3.578445611941108,-3.580107926822168,-3.5532706568608856,-3.5435641303687206,-3.53613036196694,-3.524324034962827,-3.5167197681946836,-3.4896559508260334,-3.500180174203949,-3.492185246520986,-3.4863950332453544,-3.478972042888695,-3.4709013716783645,-3.457301922585009,-3.439200245097779,-3.425120812993188,-3.417740835023155,-3.4155551208191883,-3.3892013855287337,-3.3806299338804116,-3.379246286991546,-3.373911935794209,-3.352079251223346,-3.345451859737379,-3.3512438554948583,-3.327670388581164,-3.3143207435523707,-3.3154943848140874,-3.29475021542488,-3.3006255982633586,-3.263316322765121,-3.254038680262914,-3.2585101806607497,-3.2423765407369762,-3.259240776452456,-3.236899590843114,-3.218365141253274,-3.2158063212655414,-3.1882764121943947,-3.1656497182177534,-3.1864134657123397,-3.1729748821160078,-3.152392583420552,-3.128862725145605,-3.146312217820311,-3.1218502321172203,-3.0964063727712094,-3.120082540969077,-3.1063369049055254,-3.087852167462373,-3.0786596709058283,-3.0555433689837295,-3.0509652305223125,-3.060461886438776,-3.0280266836637617,-3.028530686672341,-3.000363507905105,-3.0087445721314747,-2.9986957760312856,-2.97709282784012,-2.964796798317915,-2.9577251912556153,-2.968361660221549,-2.936576228879562,-2.94174748864471,-2.9192504349161634,-2.925265473996365,-2.896922365400932,-2.8989838149545673,-2.893481696266421,-2.863908005199125,-2.858368305203758,0.009735759171098557
7,linear,6.537087388386772,6.494825461665565,6.14367661128453,6.335812958029481,5.952822792807886,5.878998829439565,6.258731078484514,5.491853120914026,5.007965432706811,6.0051053976927715,6.155409090017034,5.237195807927416,4.709564253212926,5.048694683315406,4.94809513517809,4.867268037005436,4.506544274071958,4.863953212326735,4.741583959427473,4.080189971361793,4.575014278793194,4.83925063241095,4.215785501632741,3.968742273613486,3.9150941904760446,4.015682467815828,3.2645318542869455,3.677415223517044,3.4178645291079977,3.9249540683167004,3.2627134017210193,3.6610492061536224,2.793055800518981,3.149929704703441,2.9691513609958515,2.53569704952115,2.715658121616323,2.8925119928201637,2.3635789552408846,1.8807955601834883,2.233113214583005,1.8829851574119243,1.9294536060369272,1.893764573243372,1.3407455294756336,1.2581878204591572,1.7266965096286342,1.343652303268044,0.6759145354842496,1.4880248546402353,1.2401063933297078,0.8621511626995163,0.5893981545244735,1.0729789163209005,0.8322013999524985,1.2830139026007692,0.637127403969568,0.5209525243742003,0.2614631967500444,0.4242040032418748,0.26433172205912747,0.32906839469691834,-0.2648424707348931,-0.3485195956235666,-0.4677713744352933,-0.22647632784001956,-0.13952582198571212,-0.7839854081994188,-0.8818935537183807,-0.7863580430050328,-1.047276726397813,-0.8257683080328229,-1.812389315626278,-1.5285051468475925,-1.6236076520644158,-2.1529878425214073,-1.8878651309972265,-1.981816605382261,-1.8930878649916039,-1.6396705747752436,-2.1196696136317983,-2.442595501186455,-2.282556768585932,-2.0862138789252658,-2.749314930955768,-2.8386273852354296,-2.5426522776495557,-2.864022458480428,-2.7327589431826977,-3.0214796714544803,-2.932405376467019,-3.516351209408308,-3.342826482420201,-3.5045966557744506,-3.887754871855254,-4.090416367146893,-3.5803246454800703,-3.9721288747817276,-4.263648235895568,-4.116717700480408,0.2744721859410935
8,linear,0.8634582887292532,1.0799305842826572,0.8657376482838776,0.8526123358196087,0.5503093292238206,0.4810815155864937,0.5988266408805303,0.4800168580762977,0.4675847174564983,0.30684414440086816,0.29143226181702975,0.2052022708549483,0.2083862771540877,0.14019997450304272,-0.224889997213736,-0.37245270511990053,-0.05142269096135861,-0.10066191306712849,-0.4393350280001807,-0.6125027006446626,-0.4474293267810927,-0.41859934310247304,-0.3855441438133818,-0.6121523919992733,-0.7912193899304566,-0.9259705827267655,-0.8883429036008429,-0.9976242665284814,-1.1558738478595192,-0.8572302325711023,-0.9608145240315761,-1.1110031956997934,-1.4313686743214755,-1.2884169784066026,-1.3861753868569866,-1.4817201673696345,-1.4558740347100856,-1.6018528787586808,-1.6609243257219641,-1.7451093740395467,-1.8526257075337822,-2.1811512167422324,-2.027155335647445,-2.1762189862281063,-2.3354169922254937,-2.049123522602767,-2.115141443974248,-2.231562014165349,-2.4367389164801363,-2.3760431307076795,-2.6095749602279583,-2.658238246560619,-2.88665632067659,-2.7782055282747495,-2.8906164811274246,-3.127105850530529,-3.04754705866633,-3.1227171853607767,-2.9675053982539468,-3.148425966393685,-3.3268587654617647,-3.3698891659387797,-3.466339862491516,-3.567934310177779,-3.74597367365142,-3.7051071230870436,-3.8487592390311516,-3.9814316474475406,-3.8402124934315442,-3.9264343263601664,-4.261435501737444,-4.132004205398307,-4.068531211489911,-4.132573463178317,-4.208330410362038,-4.39935388439206,-4.577930612435102,-4.678500833672193,-4.5775640102184605,-4.645093405200843,-4.607046362597061,-4.701415031752288,-4.922089289980595,-5.12822963571939,-5.088121752403352,-5.095008583447736,-5.21741766868567,-5.334567904342933,-5.305861763313579,-5.469072311184429,-5.5557959527675695,-5.513944978376962,-5.671909542933601,-5.665528338647072,-5.733731717129591,-5.976216283888361,-5.968373492515751,-5.808117573829963,-6.194117450991495,-6.3812305122271455,0.12088315217890887
9,linear,-0.9023588695789069,-0.625499320698337,-1.0638597046315386,-0.5489554082238252,-0.2948861369419359,-0.569091901462637,-0.3722435246801177,-0.32903207228169645,-0.2540764422605145,-0.08188132875011755,0.2528043831302381,0.4033211715517066,0.1998165721235562,0.6012783214933,0.4394141246384669,0.7692165063728609,0.6104350342244351,0.735523603881579,0.8619908813564803,1.3418950814975914,1.1172521798823136,0.9980002441927935,1.322066949438084,1.234023124458122,1.3108338775355803,1.5968139661910872,1.570895172475852,1.699154147647122,1.7572343841092148,1.8957865646365697,2.002240459810494,1.7728880044162036,2.224034491849057,2.0924426478174136,2.1237044545794492,2.407702355353784,2.521558042010998,2.509347784668383,2.8126212461193427,2.609132938257819,2.831644190876568,2.9016008898027863,3.0697124146193113,3.2086556769626884,3.1266519112335613,3.4583813096643183,3.4620967563973153,3.2885199250652297,3.373727833492344,3.73479833849415,3.8005453029091543,3.9109960717658727,4.015675888769401,4.144764263110106,4.338065270855845,4.150262240752143,4.236262069759272,4.341381815630486,4.625153951127578,4.8505156671598,4.71512836686702,4.525734793367483,4.729398849745362,4.943101422186001,5.075172680161894,5.189980565348522,5.345577430051544,5.391907772392977,5.672780753371367,5.530668584259872,5.599478170125941,5.877624968073351,5.695884435683161,6.054085417118378,6.109075560145567,6.1691559879567315,6.501370936828933,6.292774023789937,6.754742500495899,6.5358334026724805,6.486059089812173,6.764992879182056,6.702256769638219,6.841068165823773,7.09284668589,7.208916564557353,7.141851850923691,7.456779008572722,7.574432294530636,7.706981317801374,7.677037125075676,7.885677097851819,7.535409592892824,7.843939303285614,7.8630288080219986,8.092529373805442,8.092216379941068,8.242101383557547,8.61715889868516,8.430295982527442,0.13704616272082182
10,linear,-1.3856510553847032,-1.3651149057453493,-1.3410010125729364,-1.3199467277844446,-1.3225967044004172,-1.304175613584161,-1.3120700716903793,-1.2834493622764156,-1.2552822147720888,-1.2414753122420055,-1.235223590549392,-1.211659355963241,-1.2020375720065937,-1.1780206382685552,-1.1751110595985947,-1.1687381837755926,-1.1449557054714128,-1.1727271156114445,-1.1147930261723256,-1.1525270197197752,-1.1126789850963246,-1.0695709399667874,-1.054460443185629,-1.0610464653341436,-1.0404058610698161,-0.9985038168846594,-1.007885241790931,-0.9575908882062447,-0.9720556918063759,-0.9519409288824259,-0.9214204708119543,-0.9259991502185917,-0.9259867149769744,-0.8995851452318329,-0.8838447964109645,-0.886382195201571,-0.8571633395239245,-0.8487233788399248,-0.8122410809229568,-0.8090553496278711,-0.7984147300980354,-0.7813393238447894,-0.7622750799798268,-0.7423721588694,-0.748652975800458,-0.73442346130186,-0.6916926966166381,-0.6966773596457433,-0.6949864052936326,-0.6559758285318688,-0.6409461361345755,-0.6521447746124506,-0.6144426930924151,-0.5930756063837539,-0.5830053527608478,-0.5648751403928918,-0.5766229981880762,-0.5392450871479099,-0.5327237544987877,-0.5202955763882193,-0.48789286147009386,-0.46518914880364914,-0.446309973943326,-0.4377814692325772,-0.4415616284914866,-0.42076305828882404,-0.40059428355326826,-0.39422905945316983,-0.37932924065949863,-0.3555278838301343,-0.3522547512776292,-0.3462068157072061,-0.32733130973253416,-0.29890082628261067,-0.2923437674255314,-0.2731764576440711,-0.2541048503540697,-0.25294032057057503,-0.2234325627294033,-0.21357343544806018,-0.21981686010191165,-0.17017159156928088,-0.18070547602557033,-0.18096630549069628,-0.15824523356072823,-0.143157689832291,-0.1144037221266577,-0.10387533135912456,-0.08992072999427203,-0.06268661569008943,-0.05155649141025543,-0.037091897087758965,-0.021095420077949317,-0.003633260954088271,-0.024340420459838412,0.01314437421495334,0.004268322660112105,0.04791090059614096,0.06215581759831003,0.09060950960595278,0.013025318697123088
