id,label,y_00,y_01,y_02,y_03,y_04,y_05,y_06,y_07,y_08,y_09,noise
1,linear,-2.4416865595234585,-2.3134000152967693,-1.745866740006543,-1.081418300760276,-0.649480496019908,-0.12529731000390631,0.25798718026759876,0.9599556132853744,1.434382832094574,1.833111127479921,0.12406503069736498
2,linear,-2.898404670553001,-2.4081454159139155,-1.718735811192722,-1.2033539490790939,-0.6380461820460849,-0.09546197806036846,0.5981092514187772,1.0852577359073987,1.6418278447767527,2.220420668846969,0.06292337169501801
3,linear,-2.468577586250108,-2.518337318504951,-2.5915044655079003,-2.651248768563511,-2.7120686771011218,-2.763373231450324,-2.819716415269115,-2.8857103255787657,-2.948864325814218,-3.0079408325593557,0.005496131400886668
4,linear,-1.8235627441798294,-1.3929154421065983,-1.1818002805513916,-0.812489391857894,-0.5192706033372314,-0.20971816516080286,0.1411972576318452,0.39443346236436766,0.7305215461244193,0.9864989786293807,0.07510473248152373
5,linear,-1.3420784210353562,-0.8488623002214446,-0.35763938496326453,0.19317013104624345,0.9014262316779037,1.1472155864713922,1.8626396574502626,2.0759202283352094,2.7369205861878165,3.3027210514589345,0.1119542165173876
6,linear,-0.0776203490849351,0.016254254461832936,0.12751480169207946,0.21004509828302145,0.2921498040833277,0.3891285863090939,0.4869734903064026,0.5994014468949198,0.6903527391245264,0.7922499418984432,0.012124474636103555
7,linear,1.2405425033198076,1.3582525078892003,1.4358130338104789,1.5435699384862096,1.6445624340696872,1.7286113721538219,1.865848218479231,1.9468665326291155,2.0585221232735798,2.169887078544094,0.021301458857129685
8,linear,-1.9150468686941893,-1.5486455832308597,-1.2809869406088503,-0.9198162184348321,-0.5645061554892526,-0.19902222473045406,0.22068971046372432,0.5036497943186503,0.8793492818723048,1.3132496687537274,0.05060620585288496
9,linear,-0.945026435254893,-0.5087654136609018,0.03544880371839637,0.6249246325953086,0.9160047132809404,1.5837157167496416,2.06360932219917,2.4929179884281534,2.920632144510831,3.5370925118747363,0.07963655064986574
10,linear,-2.0371627614288035,-1.7918147720240645,-1.4633325038212608,-0.9785759754485416,-0.5852168292089456,-0.10546115239534586,0.2434757146982986,0.5960176727464881,1.0731967935630442,1.2547636402276405,0.07865170917827265
11,linear,5.032021458774518,4.67139371091336,3.9899006854011425,3.26465845434199,2.7299542418205753,2.292974871064278,1.7660300746496298,1.3099848776000815,0.8269356617192061,-0.0381919264230672,0.11183050215508859
12,linear,-0.7452023954835602,-0.6116632819045748,-0.4871269430489853,-0.3524710918739176,-0.20667445801538872,-0.09292636262570991,0.029808221707698368,0.14403972947792168,0.2618762912718041,0.4073942623931142,0.0151479398540916
13,linear,2.7180398811047075,2.403551373772864,1.8852363152941258,1.4364542603751906,1.0667297653770358,0.6987570430403458,0.5589971526319191,-0.08747423097192779,-0.3314672271556333,-0.872429014232579,0.08731057720853942
14,linear,-4.883457803812937,-4.165214617497276,-3.2042405346487004,-2.5266246620880106,-1.8305467850731996,-1.0327995344731522,-0.022332546784900816,0.9819033896443703,1.586193488030197,2.3519097011863064,0.14154353624993232
15,linear,-1.2585279086688828,-1.2130565004261813,-1.18486491353277,-1.1426232451972587,-1.1197460238240362,-1.097303263959024,-1.0649085998585741,-1.0076125705886347,-0.9735139131122162,-0.9549722072043214,0.007873259105959407
16,linear,3.36921879574566,2.4601318145960622,2.1165585007521877,1.3934402671965977,0.8806369321019328,0.2871202871594325,-0.20924963562032706,-0.6217995062956774,-1.386020359806237,-1.8746790482738962,0.1473396824818064
17,linear,2.8855290965875393,2.262924115900791,1.6699848255725984,1.1800305973677905,0.18064518003546637,-0.2937010240612462,-1.0410937317905853,-1.6905630985367892,-2.1687885138355294,-2.9088645053496918,0.14587180091934193
