label,y_00,y_01,y_02,y_03,y_04,y_05,y_06,y_07,y_08,y_09
linear,-2.4416865595234585,-2.3134000152967693,-1.745866740006543,-1.081418300760276,-0.649480496019908,-0.1252973100039063,0.2579871802675987,0.9599556132853744,1.434382832094574,1.833111127479921
linear,-2.898404670553001,-2.4081454159139155,-1.718735811192722,-1.203353949079094,-0.6380461820460849,-0.0954619780603684,0.5981092514187772,1.0852577359073987,1.6418278447767527,2.220420668846969
linear,-2.468577586250108,-2.518337318504951,-2.5915044655079003,-2.651248768563511,-2.7120686771011218,-2.763373231450324,-2.819716415269115,-2.8857103255787657,-2.948864325814218,-3.007940832559356
linear,-1.8235627441798292,-1.3929154421065983,-1.1818002805513916,-0.812489391857894,-0.5192706033372314,-0.2097181651608028,0.1411972576318452,0.3944334623643676,0.7305215461244193,0.9864989786293809
linear,-1.3420784210353562,-0.8488623002214446,-0.3576393849632645,0.1931701310462434,0.9014262316779036,1.1472155864713922,1.8626396574502624,2.0759202283352094,2.7369205861878165,3.3027210514589345
linear,-0.0776203490849351,0.0162542544618329,0.1275148016920794,0.2100450982830214,0.2921498040833277,0.3891285863090939,0.4869734903064026,0.5994014468949198,0.6903527391245264,0.7922499418984432
linear,1.2405425033198076,1.3582525078892005,1.4358130338104789,1.5435699384862096,1.6445624340696872,1.728611372153822,1.865848218479231,1.9468665326291157,2.05852212327358,2.169887078544094
linear,-1.9150468686941893,-1.5486455832308597,-1.2809869406088503,-0.919816218434832,-0.5645061554892526,-0.199022224730454,0.2206897104637243,0.5036497943186503,0.8793492818723048,1.3132496687537274
linear,-0.945026435254893,-0.5087654136609018,0.0354488037183963,0.6249246325953086,0.9160047132809404,1.5837157167496416,2.06360932219917,2.4929179884281534,2.920632144510831,3.5370925118747363
linear,-2.0371627614288035,-1.7918147720240645,-1.4633325038212608,-0.9785759754485416,-0.5852168292089456,-0.1054611523953458,0.2434757146982986,0.5960176727464881,1.0731967935630442,1.2547636402276403
linear,5.032021458774518,4.67139371091336,3.9899006854011434,3.26465845434199,2.7299542418205758,2.292974871064278,1.7660300746496298,1.3099848776000815,0.8269356617192061,-0.0381919264230672
linear,-0.7452023954835602,-0.6116632819045748,-0.4871269430489853,-0.3524710918739176,-0.2066744580153887,-0.0929263626257099,0.0298082217076983,0.1440397294779216,0.2618762912718041,0.4073942623931142
linear,2.7180398811047075,2.403551373772864,1.8852363152941256,1.4364542603751906,1.0667297653770358,0.6987570430403458,0.5589971526319191,-0.0874742309719277,-0.3314672271556333,-0.872429014232579
linear,-4.883457803812937,-4.165214617497276,-3.2042405346487004,-2.5266246620880106,-1.8305467850732,-1.0327995344731522,-0.0223325467849008,0.9819033896443704,1.586193488030197,2.3519097011863064
linear,-1.2585279086688828,-1.2130565004261813,-1.18486491353277,-1.1426232451972589,-1.1197460238240362,-1.097303263959024,-1.064908599858574,-1.0076125705886347,-0.9735139131122162,-0.9549722072043214
linear,3.36921879574566,2.4601318145960622,2.116558500752188,1.3934402671965975,0.8806369321019328,0.2871202871594325,-0.209249635620327,-0.6217995062956774,-1.386020359806237,-1.874679048273896
linear,2.8855290965875398,2.262924115900791,1.6699848255725984,1.1800305973677905,0.1806451800354663,-0.2937010240612462,-1.0410937317905853,-1.6905630985367892,-2.1687885138355294,-2.908864505349692
linear,-4.97525744182945,-4.063287685936256,-3.2677055369181844,-2.733429210582163,-1.6665346835656092,-0.8264200078203667,0.4841410881732308,1.1540585949937403,1.3670971719599132,2.300824457025319
linear,1.9738313838046395,1.908937634337419,1.8512168101483832,1.7878997566497683,1.7369942985371565,1.675794974664676,1.6197088141336946,1.5604806584140871,1.5052853637190808,1.4413604535058344
linear,-1.1541901821884604,-1.2092626887367437,-1.2814337077878308,-1.4007588777077902,-1.4753572303232396,-1.5508126706046688,-1.6200600256958415,-1.7269103307512936,-1.8020745422535351,-1.874662938323692
linear,1.3082465468415112,0.7763220842676135,0.1801559350310052,-0.3869608320033823,-1.0249985104860762,-1.5629811227184371,-2.127747566892466,-2.769633858793863,-3.353417453294941,-3.964494413066007
