sample_id,label,param_1,param_2,param_3,param_4,noise_sigma
0,linear,1.64373629133578,-0.2444862409917907,0.0,0.0,0.1371030321094358
1,linear,1.301341134953974,-0.2025539914248453,0.0,0.0,0.0551471062939469
2,linear,1.165574613857319,0.3244664368836094,0.0,0.0,0.0434830291261168
3,linear,-0.1145374301995287,-0.6865551799812448,0.0,0.0,0.006963298625889
4,linear,-2.6566083590804377,1.2038554145667049,0.0,0.0,0.2344502359733498
5,linear,0.1505298178035667,-1.3449947829668163,0.0,0.0,0.0052589106704263
6,linear,-1.5927890973522083,0.487591093500983,0.0,0.0,0.1328008799675157
7,linear,-1.065057354193621,-1.030068587886669,0.0,0.0,0.0606083316504069
8,linear,1.400969427376979,1.5134629352432063,0.0,0.0,0.0698405674921235
9,linear,0.2194080814625358,-0.2617476612092386,0.0,0.0,0.0071408780699748
10,linear,2.856770344150247,-0.4012954593454525,0.0,0.0,0.2036626410123367
11,linear,-2.443463535453032,-0.4220739282449823,0.0,0.0,0.1831521892916855
12,linear,-2.231684336713278,-0.7156574943525804,0.0,0.0,0.0822297951556315
13,linear,0.8054066038003698,-0.2838955145703492,0.0,0.0,0.0430829148699792
14,linear,0.5577397868976961,-1.0881289111072705,0.0,0.0,0.0378955978241979
15,linear,2.6328321252422304,-0.6214364539535291,0.0,0.0,0.1640364565450252
16,linear,-0.6293889747126551,1.1475655258001107,0.0,0.0,0.0548997822395774
17,linear,2.4587797363994026,-0.8199231651504184,0.0,0.0,0.1552280984987377
18,linear,-2.6703900648139847,0.3269091918348596,0.0,0.0,0.0663492828449475
19,linear,2.7178509693606205,0.603178358870947,0.0,0.0,0.085439800166978
20,linear,2.956847743622669,-0.6338469511935085,0.0,0.0,0.1026692942664808
21,linear,-0.105743972225313,1.6894305541840131,0.0,0.0,0.0031159971943867
22,linear,-1.9527772102392704,1.056304213685162,0.0,0.0,0.1133696240306318
23,linear,2.588771575853336,-1.5046252722265168,0.0,0.0,0.0962517788591593
24,linear,2.480601958878383,1.6099598696916746,0.0,0.0,0.2017828290546978
