label,y_000,y_001,y_002,y_003,y_004,y_005,y_006,y_007,y_008,y_009,y_010,y_011,y_012,y_013,y_014,y_015,y_016,y_017,y_018,y_019,y_020,y_021,y_022,y_023,y_024,y_025,y_026,y_027,y_028,y_029,y_030,y_031,y_032,y_033,y_034,y_035,y_036,y_037,y_038,y_039,y_040,y_041,y_042,y_043,y_044,y_045,y_046,y_047,y_048,y_049,y_050,y_051,y_052,y_053,y_054,y_055,y_056,y_057,y_058,y_059,y_060,y_061,y_062,y_063,y_064,y_065,y_066,y_067,y_068,y_069,y_070,y_071,y_072,y_073,y_074,y_075,y_076,y_077,y_078,y_079,y_080,y_081,y_082,y_083,y_084,y_085,y_086,y_087,y_088,y_089,y_090,y_091,y_092,y_093,y_094,y_095,y_096,y_097,y_098,y_099,slope,amplitude,first_diff_mean,first_diff_std,second_diff_mean,second_diff_std
cubic,-0.3183995574056254,-0.2138805944049784,-0.0130974276059775,0.030933283233909,0.2325727149594676,0.3530851992521724,0.3418288271646553,0.6475501551631959,0.6982859315994046,0.921892871186646,0.7229143899606842,0.9235479810403244,0.8270470716897913,1.1545158581005046,1.2545195685261208,1.2438404963351706,1.466682880945315,1.321829935460356,1.1678256188711045,1.4289687242487084,1.5329250549367233,1.3645944849360685,1.1846346647316357,1.179721808615377,1.278435885794339,1.16124982018338,1.308256879983276,1.114292038709665,1.2036121842890086,1.1407706307862249,0.8430603400419406,0.9478379966599756,1.0285629927262874,0.8301243141307938,0.8291271651506559,0.747298602759091,0.5642280904845949,0.8074287192703424,0.4452541024820037,0.3585656948649731,0.5302214969366809,0.2726774262019822,0.2815409302222088,0.2586706049386509,0.2661206284072608,-0.1701004189544304,0.0032667682631715,-0.0736798600538086,-0.0996057248597017,-0.0556602885577825,-0.0218427418957971,-0.2223206312316569,-0.3830300506770415,-0.302544027266099,-0.2961713542614924,-0.3625835802724273,-0.2952639323073995,-0.5238134366229898,-0.5319550460922595,-0.445306892306143,-0.3307564036954667,-0.2580098465689158,-0.3891645392077739,-0.3964995184799776,-0.5230843699423582,-0.2884017716618962,-0.4687565144868254,-0.1532992605606845,-0.202265060617449,-0.1367368140719931,0.0813797335249591,0.0305393817573925,0.0692573044518297,0.2556448180143588,0.2408430957843161,0.503700519086974,0.5982831961286341,0.6920694717289242,1.2275146667717642,1.098045943821398,1.243228506936442,1.3168926802973462,1.6506439634654624,2.063672325718079,2.036590135093744,2.3457298035923,2.878033174674372,3.0097396975695867,3.3047137532352053,3.694986887150972,4.169526534993146,4.269189496914416,4.991669871945267,5.158392222508953,5.550879057673601,6.059180825670573,6.168136465224088,6.925161336116667,7.395669045947568,8.092873003355168,0.7852943147455209,8.624828049447427,0.08496234909859386,0.22659983266358974,0.006047806065377067,0.28599016365586066
cosine,2.787051110354545,3.0056624837979404,2.85595999152072,3.018010158551378,2.875335992649813,2.874263406802737,2.852051262049692,3.0021541546693062,2.7214202143658257,2.5149885446973728,2.425062537549441,2.221430058204499,2.022006902321539,1.7682537276406345,1.51998400898496,1.4448185139365544,1.0272464251247164,0.793734372220644,0.5644968979122431,0.0975734286054645,0.0324403258761934,-0.2790798406253483,-0.2854911110647924,-0.472047037616073,-0.7521775270159127,-0.9396489872165495,-1.1775321398037766,-1.1046283543728117,-1.072456679791221,-1.2263488319051077,-1.024641978771863,-1.2662343541574552,-1.1555561888885708,-1.083016413247491,-0.854502779954983,-0.7669593339470921,-0.6324560142464795,-0.3304874336315688,-0.1817884660911252,0.0236781471892625,0.3673489419248482,0.5492645657696273,0.8433894173308711,0.953265601103352,1.414572591207679,1.615284249378626,1.8254205337412803,2.0486153949951365,2.3895480170058696,2.565043059222348,2.726781479711624,2.754218825000498,2.7966452600210445,2.8779089372100337,2.9521126896695056,2.924877644768067,2.947657522336757,3.013738719109499,2.7574189350304272,2.8582188199341814,2.6840084488846294,2.593969579209868,2.26209848193816,2.081944199919193,2.001098147814881,1.6417435303505397,1.4693697177261884,1.254891469184842,1.055906464959438,0.65322816405702,0.4643196231465692,0.0529581461231166,0.0152286806016254,-0.3233272900935785,-0.5678296511799048,-0.6333788720744018,-0.7003301590008992,-1.1456569199350604,-1.0448964057484162,-1.139836934247756,-1.1547577720364888,-1.2562934728902837,-1.2431163373446374,-1.1390193712742624,-0.8892635784564041,-0.9819950508326392,-0.7846068127979906,-0.7433331497279441,-0.3964034726739787,-0.1333171881686009,-0.0019119199137693,0.1251938685721071,0.5579745544759035,0.6406536289208428,0.8072551966836081,1.1765549496299683,1.4702534134632217,1.7609160920347355,1.9713564728683253,2.173734214158231,-0.3255095324101229,4.284244512708833,-0.006195120163599107,0.21793701986918787,-0.00016564930768866833,0.21014112899012116
exponential,0.152044269021247,0.1793889176471581,0.248414870477576,0.2241529909531566,0.2105675955640127,0.224447966159705,0.1991167344516797,0.2498026600738734,0.2263358321602811,0.2720244990374749,0.2621342442773363,0.2690035296530333,0.314703239581499,0.3145755733153103,0.3079165742236552,0.3097651502654456,0.3231010530163168,0.3176451439696142,0.4210116440793331,0.3499370342554744,0.3529818488438339,0.3605278715465206,0.3700763615926864,0.3864623428943914,0.4195376715545396,0.4095551761352969,0.436826667833039,0.4162700133382089,0.4496031219378702,0.4682950710452176,0.4751861684211812,0.4945355500908933,0.5429350029630637,0.520699763343067,0.4682283923067184,0.5537737195457725,0.5845644122861198,0.6418643466239756,0.5728584518734351,0.6048676713044113,0.6608359915215533,0.6284579396872289,0.6730960954191867,0.681977026042292,0.7337923429267419,0.7283678503659131,0.7808493191627413,0.8084921046964921,0.8033361104654245,0.8006092552633952,0.8694295754110007,0.8427476351655224,0.878766383618237,0.9037361414950348,0.9590192284150364,0.9261157593408794,1.0030254559094074,1.0208114213806696,1.0684713429136594,1.0510115744494997,1.069592727212709,1.0768249033456796,1.2030116143431997,1.2362471159269006,1.2844398326221342,1.2671564487398126,1.3003710387397105,1.3594254291184042,1.3978474624430577,1.3793039110562733,1.454229781357449,1.5014095840120396,1.5522278608038946,1.5860066669988273,1.5869481563006669,1.687793868209624,1.6983547078040109,1.7569749105208772,1.7737638675525458,1.8434307386084048,1.9157366292315063,1.9635120753274324,2.003088678173934,2.107994781624428,2.1875501688779124,2.2013812360563323,2.198581381863636,2.3000329638114367,2.402110587436677,2.453660799860494,2.5127772611264247,2.605214101875956,2.664567214957976,2.764998851976431,2.7908563493501326,2.8954648706483783,2.940907770933672,3.0069581608540057,3.0899874408675587,3.1903744767925657,0.6782538028855662,3.0383302077713186,0.030690204118902206,0.04085547033622361,0.0007453304826438355,0.058719590216964886
quadratic,4.4921592167213085,4.334863784892772,4.384767577975527,3.9600025169760302,4.082988484830754,3.6008413921956914,3.681978610441994,3.4525446765620016,3.172124987816052,3.0161704241536063,2.8309534085889485,2.801874384345953,2.170964472490759,2.264829623235945,2.1774126033001617,2.161206265613428,1.75612850847707,1.3905729885793474,1.179944748628945,1.394927475797737,1.055825500585401,1.0648510257902912,0.7792657682386688,0.7710553291989816,0.9611673971905657,0.7341070580506109,0.4253937222659354,0.2632228577000543,0.0539322224144074,0.1368745816443141,-0.1090967877194854,0.0149981770756967,-0.2695507920209223,-0.3730049685624539,-0.7358716802903673,-0.6856190271612874,-0.445092382039092,-1.0206334383076483,-0.9357510395873938,-1.0254419057737438,-1.0480037654513734,-1.116976906249426,-1.332514458704542,-1.2168758728515905,-1.50499851295035,-1.41359934016942,-1.785398182160349,-1.7470452307910471,-1.9199892534837413,-1.735367516938093,-1.792169020038241,-1.9521969043747207,-1.915563430632712,-2.17340128477141,-1.8858052031733823,-1.982276681132037,-2.2855270246552104,-2.36487258998121,-2.30659541702143,-2.2434250677212644,-2.294037870503915,-2.491479870396568,-2.4320946761230213,-2.353094322650551,-2.47998785613467,-2.430415344348806,-2.3244269267987314,-2.566487813842515,-2.366236044661804,-2.5078048226073064,-2.526747342579319,-2.703239466813362,-2.406153082376044,-2.238992521594981,-2.655255611415071,-2.634000746669126,-2.2764038111563827,-2.3911094783528206,-2.5616961808344003,-2.2132966496982887,-2.4926049569964985,-2.4017706171465503,-2.3330445603474472,-2.245711890856802,-2.2596637939336888,-1.9988017787877728,-2.0593051521598054,-1.9926060606452825,-2.2634852431868926,-2.0809181793191134,-1.843029541038036,-2.0845568379258657,-2.030679680274477,-1.7914809844562294,-1.7968201865733318,-1.804035760267825,-1.699385068472009,-1.9262621681175824,-1.6487962015984925,-1.6488741918165433,-1.530714347387621,7.195398683534671,-0.06203064049028133,0.2084333649160429,0.0016042596082702664,0.3374000750124647
quadratic,-3.812135271289309,-3.761291253696898,-3.7207151922798647,-3.471061455217089,-3.457968282651816,-3.4081319977644644,-3.1364150554173778,-3.281802890524543,-3.1070211009945994,-3.007035592279367,-2.822464545524698,-2.810300270799738,-2.7431292854164133,-2.5465267048736804,-2.478475971706489,-2.4636893106472564,-2.349553040040385,-2.357047703025334,-2.222638442738048,-2.1371573372133508,-2.1416168438289804,-2.092825980664244,-1.9432010993539928,-1.782768398646088,-1.7469960286125688,-1.757940488593371,-1.492387269025636,-1.6653470643355488,-1.5035858823124364,-1.5155787617794372,-1.34987390847135,-1.3814495750286189,-1.3383685988167895,-1.2126344238992366,-1.2371942819006772,-1.1342182977069877,-1.1446478604719208,-1.263157256739073,-0.9189141153570076,-0.9851969708963484,-1.0017608110182474,-0.8610537754994538,-0.9770901284192428,-0.9430774016718614,-0.9465141162803484,-0.8424861884400501,-0.846967609797477,-0.8003643911083387,-0.8542857736729921,-0.7851709332602845,-0.6951507630305758,-0.6216966997818619,-0.6921359337524053,-0.714903494949343,-0.6332107594344704,-0.5903353681449647,-0.587659531966915,-0.6222808309555362,-0.7003957486951463,-0.6553823586954355,-0.6377544761043601,-0.8126024396545304,-0.659708365420254,-0.5586200990464805,-0.7179237824785497,-0.8034026821660348,-0.7428004326443373,-0.7595025773517816,-0.6609939106598239,-0.5816484795753473,-0.7593997697257129,-0.8454804460191478,-0.8920227634217024,-0.7749860345619507,-0.8220786992558105,-0.8229392073883617,-0.9623961085828552,-0.858042755633086,-0.9857868174355862,-1.0791186616306594,-1.2031406413483408,-1.145797724282983,-1.1890027847330236,-1.2680649314740835,-1.2176481912488029,-1.3382829114418793,-1.4047250503173063,-1.4543545728928724,-1.5400146928090672,-1.5415956064530552,-1.597395402990946,-1.637581384942855,-1.658856238822315,-1.6487763116425382,-1.746836196558126,-1.9774526914013493,-1.889719320203028,-1.9482067214749628,-2.04130349533782,-2.192542667119421,0.42824122753904925,3.253515172242828,0.01635952125424129,0.10836719675750033,-0.002062073360959302,0.1613129620724635
cosine,0.0293258860440214,0.3094176963740582,0.3808461991106664,0.4584013995147426,0.5623708617944851,0.6589719683767096,0.8230684749601868,0.8379598156775685,0.9933840265412256,1.1293821455711237,1.1996122080172766,1.2656929082457558,1.437126943215366,1.545553951446437,1.7021655040273822,1.722997811481496,1.7766447047362377,1.891597462077934,2.0465202519101093,2.074441204495929,2.173504595333092,2.293653422474792,2.3909151351253013,2.3913618727609225,2.4700275921563923,2.5139347684913003,2.646842739622634,2.648597809691835,2.703574585755514,2.792381144660965,2.932365553742376,2.8729168395700726,2.886255171724032,2.9834991698862305,2.924678294647692,2.992025558556428,3.0335337235802,2.956156770920135,3.035066931276542,3.046642520355555,2.981222316140029,2.973549314574834,3.0946432023036192,2.985487015803865,2.9565556580885946,2.96748867998615,2.990751855521925,2.922062460435427,2.89732047322814,2.9102111452758326,2.9292053056900595,2.780100418369266,2.739566455463705,2.745290112009522,2.695648058342789,2.537576095564704,2.50565596166775,2.4304940000434003,2.2632157305598337,2.242579204432056,2.2098894034377854,2.15934586129736,2.0237403831796783,1.924849535809308,1.8267269787790408,1.7599576929094942,1.634189924675203,1.6099229335507177,1.4473658187168448,1.3116521051303054,1.1705453195703477,1.1439624092564578,0.9803520545362624,0.8607771895122908,0.8209062644183207,0.7050814033850812,0.4559818340391248,0.4269498575689636,0.3211501504683873,0.2834832268124141,0.1049195003743681,0.1433820514609199,-0.1112603145065915,-0.1047680216530263,-0.3278814219563883,-0.4062434508215152,-0.4100714677853426,-0.6360235298004675,-0.7033473173783917,-0.7439849179819986,-0.832772821388545,-0.9856504447151546,-1.0427229287535429,-1.1062738738139348,-1.1968057160658023,-1.258369417497075,-1.2320908137554214,-1.4103270475098606,-1.4394634387781575,-1.4796765129160458,-0.6441805167677174,4.574319715219665,-0.015242448474344113,0.10439513727109319,-0.0032684171884482154,0.10964622678846273
quadratic,0.3718396197583483,0.4467162757500445,0.4274273420378328,0.3015351141297189,0.3114156022911943,0.3568263979217456,0.3063725411639107,0.3927034307641563,0.2589874122962894,0.354338042091855,0.2179875401303593,0.2281626844732203,0.2725767655610495,0.1641279324233091,0.1077785968116943,0.1114378161240802,0.1687621271381845,0.0875732865812741,-0.1673775063514567,-0.0714751630798289,-0.1041437962567483,-0.021528232582588,-0.282516437609597,-0.1207323924080855,-0.1259463086259682,-0.1642778959442112,-0.268651851628396,-0.4471345298066114,-0.3658072490955089,-0.2518598276383812,-0.481872848564806,-0.2755214201348089,-0.4443238912896093,-0.5766097321945078,-0.5904930841469364,-0.6252182548019392,-0.7602057427174223,-0.7955660812641419,-0.6293001735050346,-0.7267415724002355,-0.9484830522645802,-1.0386922380976922,-1.1671734940035745,-0.884768347098983,-1.043901371880313,-1.0817896574979728,-1.302218507915434,-1.368053525681853,-1.4571060940695697,-1.7209621385089555,-1.5775544275429434,-1.5336042672881691,-1.6048196897663989,-1.748608362115919,-1.7006785509614313,-1.8883209657319384,-1.826913731114184,-1.8977640380189191,-1.962626989516002,-2.101531910485865,-2.254475193369894,-2.36202492630473,-2.524715263434424,-2.336252252886212,-2.6332565048152765,-2.5708371771563865,-2.617479905820902,-2.813114111694506,-2.808218783489057,-2.849755194944588,-2.985629562603095,-3.0028169494536074,-3.168866110365859,-3.2391724470166268,-3.38064801947721,-3.400000346251656,-3.475513597012074,-3.648708099058513,-3.616888179259956,-3.969320900033216,-3.74140950560364,-4.060161728752656,-3.932532546571431,-4.06558373443642,-4.126333816752039,-4.416453427521021,-4.431291877113751,-4.485477039563811,-4.573425421829803,-4.637260556855455,-4.756309730166398,-4.875145587003555,-4.977708249458734,-5.065296618906982,-5.231137589184622,-5.236432457669822,-5.454671524411036,-5.709219809999101,-5.554057037796219,-5.73503383556872,-1.5514183698479462,6.181750111318764,-0.06168559045784916,0.12696011486037737,-0.0026107495282060907,0.21667113679912436
quadratic,-1.6338184076470268,-1.573720819994538,-1.4025383927498467,-1.212430498876388,-1.0952315879647787,-0.9839419248680376,-0.874147211622281,-0.766775711234553,-0.6403197447162701,-0.4867765307826296,-0.4049111231787367,-0.3539512726552664,-0.2220963251080869,-0.1068315566451799,0.0094097260810393,0.1045876831527719,0.1738133282099553,0.3160880268845908,0.3219657382849279,0.4445181217313309,0.573331111948103,0.643603344340798,0.6931731628253691,0.8028329532154735,0.8504648846665064,0.9103365316103964,0.9896966299810802,1.0433699686701192,1.1290303871426146,1.1324700027474777,1.1841678843000705,1.2455580795748502,1.2846843250372957,1.383661966855246,1.3805579604641125,1.3770800647238877,1.385572731892036,1.5107885264355416,1.4763860315599384,1.5218683438947762,1.531339740949098,1.5744984545387657,1.546324776303769,1.5786376731122695,1.5661405728311315,1.675418810490198,1.567135469522678,1.6073774244564716,1.6749947257703517,1.6135158021061489,1.568610148533489,1.561576511785586,1.5149978260408536,1.5739589270614291,1.4923716646527714,1.4721027718173316,1.4188820212166,1.405489036104614,1.3831825886568117,1.3780610685947243,1.31215053346404,1.2948612226578418,1.1429634755577502,1.208938523660091,1.0709187435157252,1.081598690017817,0.9020243896761162,0.9398961984524918,0.9030758501474642,0.7797175237907457,0.7366935962708135,0.6910560056619478,0.6085436175110576,0.4572845703848608,0.4547174161631137,0.3913172648781269,0.2872641032473971,0.1191551049568591,0.0290083796210968,-0.032375253786624,-0.1171799376102248,-0.2120159784536733,-0.3707946229754387,-0.4581767476492201,-0.5942781085722701,-0.7160445941077849,-0.7907618500707332,-0.9276916668033056,-1.0361123122506457,-1.1962118346745618,-1.2884107475898137,-1.4786438529852233,-1.5946978342573652,-1.7551581799102067,-1.85478348491152,-1.9531613173909543,-2.147485945024399,-2.3144013942723523,-2.4726323372114933,-2.642858570074464,-0.24301290258109473,4.318277380564662,-0.010192324873004439,0.09842828083632434,-0.0023502430664842796,0.08140107063326307
cosine,-2.173210030259193,-2.239487570696915,-2.0666080455396583,-2.1044104838407844,-2.018716925482314,-1.936683450289569,-1.835311616904468,-1.7510219217578051,-1.71479863249716,-1.619587530817871,-1.510468413412843,-1.4065536053078214,-1.3622254445148785,-1.2145031009964395,-1.1374908269981374,-1.0547683108107229,-0.9284897888257032,-0.7582884535950644,-0.6942832526876291,-0.5594610530708507,-0.3570305424067574,-0.2860788824665622,-0.1846804693829345,-0.0232151146843829,0.0757354675103134,0.1913443308079968,0.4128479432105162,0.4767524591389515,0.602768352181658,0.6917117717507353,0.8161668659633208,0.913478224542588,1.125991583566256,1.226785202750637,1.3425568239932764,1.3866878270360057,1.4262628811537463,1.5440051738756613,1.6726464814453916,1.75828483952221,1.8080286160612808,1.9201242664373184,1.928458051190428,1.9805992797628384,2.08344969463872,2.0645023757082974,2.16331923626095,2.160630211809862,2.129157806644632,2.1802572504957323,2.1939967650662098,2.1540932863390934,2.167586614482674,2.148725072115329,2.158825009413968,2.067535017277259,2.137745286025438,2.0464240165666943,2.082937364904246,1.9562559391989585,1.852343115519532,1.8341292266976947,1.732296396682154,1.6455467624088045,1.6157074785283416,1.4940267051788791,1.382139953243109,1.2784934160302266,1.2290794764723991,1.0779924339556397,1.0114834122973588,0.8455492324613002,0.7338265169281201,0.6499725343484671,0.5001157110758235,0.4325611465586348,0.3206182893823311,0.0792369952750166,-0.0177549064530078,-0.1384904236617565,-0.1913541991571605,-0.3903518111630858,-0.487478286961078,-0.6521410839207663,-0.7925158668662418,-0.9194767168915368,-0.9960487166515912,-1.1322441128602236,-1.1561921560850148,-1.3607356660707997,-1.4559285236119368,-1.5223930210486434,-1.6222863757229746,-1.6835078330732032,-1.745627158156137,-1.8289112515502952,-1.95906859936764,-1.959431123064356,-2.046439689047844,-2.0884650097763964,0.07792275703789268,4.433484335763125,0.0008560103079070547,0.10623311707220622,0.000247471629685405,0.084944228154944
exponential,-0.1117413550822335,-0.2711678281549448,-0.0601270597577934,-0.1402871912835095,-0.1695805204063489,-0.208478228208031,-0.1448808597874945,-0.0826173568487314,-0.1404153306603002,-0.1046830027915069,-0.0982081853318689,-0.0741527489540666,-0.1304914028188411,-0.0477530179800324,-0.0463430831872702,-0.064772774492845,-0.0566413456266815,-0.0792811720201967,0.0797974040783814,0.0901503428990068,-0.0121082667358058,0.0147162553140303,0.0331308510167283,0.0446838639766137,0.0427660240598787,0.1913217009500483,0.1467252167353199,0.2518926820443992,0.1326347137881889,0.3261066790952482,0.2533669694761512,0.2561852580891992,0.3952071905777389,0.2956726232993631,0.3057281248823549,0.2302236101975198,0.3333309385656322,0.4940175067399006,0.4459423332837773,0.473855231380958,0.6082017327454621,0.5995919390591932,0.5099491834555323,0.6883018378960307,0.7507511597161766,0.7547209750745448,0.8573545203716407,0.7744286069251198,0.9045492005835604,0.8984999255654313,0.9138812679262308,0.9981370629119076,1.0418070674917217,1.1788458513088116,1.2335862271636937,1.2816453708796611,1.410631250848368,1.4423312467798983,1.4655269593549254,1.5793512452556555,1.6224486357341903,1.631051960640087,1.797980196513108,1.968519131441655,1.9137940407489475,2.11522921249004,2.243220319541124,2.3293516362836657,2.5104698174415327,2.470088769800721,2.841352785578363,2.894035105409213,2.8899686856201336,2.996353938258664,3.227453744342329,3.277915342302693,3.31559798731882,3.515849455384768,3.844007577175987,3.931194349090164,4.09318748632585,4.343998929238338,4.445069994532839,4.461684025042708,4.866814201463291,5.0623559519743,5.269620848615082,5.583638801491419,5.704193454610665,6.017550331991744,6.285917627348429,6.511835138874149,6.861013508260344,7.066584816936791,7.334937351204081,7.721471869096102,8.19141755900254,8.501421192153941,8.696986716260172,9.237371130381655,1.9050745696282994,9.508538958536601,0.09443547965115039,0.13566069709987708,0.007140927420348924,0.15441310136490707
